age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
1.5308584604468458,0,1,1,0,0.9081489815729307,1,0,2,-1.2657455558897757,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
1.2735374868954752,0,1,1,0,-0.7945647901655515,0,0,2,-1.2657455558897757,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-0.0130673808613778,9,1,1,0,0.11310464864195101,1,0,2,-1.2657455558897757,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
1.1877638290450183,7,1,1,0,1.0066959492148881,1,0,2,-1.2657455558897757,8,0.7939930425319692,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
1.1019901711945614,0,1,2,0,-0.6915720946600471,0,0,2,-1.2657455558897757,8,1.1241626780087424,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
0.07270627698907907,4,2,2,0,-0.8279077491421536,1,1,2,-1.2657455558897757,8,0.7342815127117017,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
1.2735374868954752,4,1,2,0,-0.21291539468482537,1,1,2,-1.1469858207168955,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
1.6166321182973027,5,0,1,0,-0.42408746820330556,1,0,2,-1.1469858207168955,8,2.37810480423436,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-0.35616201226320526,9,1,1,0,-0.827166794498229,1,0,2,-1.1469858207168955,8,0.8958538875194844,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-1.128124932917317,7,2,1,0,2.2003738805772444,1,0,2,-1.1469858207168955,8,2.388642133026172,0.5005771636550364,-0.5786582341162213,-0.5438480204871231,3,1
-0.2703883544127484,0,2,1,0,-0.7538122847497044,1,0,2,-1.0282260855440155,8,1.521068729166991,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-0.9565776172164033,1,1,1,0,-0.5989527641694856,1,0,2,-1.0282260855440155,8,2.388642133026172,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
-1.0423512750668602,4,1,2,0,-0.6804577750011797,1,1,2,-1.0282260855440155,8,2.388642133026172,1.1580006606214461,-0.5786582341162213,-0.5438480204871231,3,1
0.41580090839090655,1,2,2,0,-0.48706861293688736,1,0,2,-1.0282260855440155,8,2.388642133026172,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
-0.8708039593659465,9,2,2,0,-0.30701663446323585,1,0,2,-0.9094663503711354,8,2.0725222692718144,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
-0.527709327964119,4,0,2,0,2.0151352195961216,1,0,2,-0.9094663503711354,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-0.7850303015154896,1,2,0,0,-0.3751844617042891,1,0,2,-0.9094663503711354,8,0.6605202111690183,0.5005771636550364,-0.5786582341162213,-0.5438480204871231,3,1
0.6731218819422772,7,1,1,0,-0.8338353862935495,1,0,2,-0.9094663503711354,8,2.388642133026172,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-0.0130673808613778,0,1,1,0,-0.7871552437263065,1,0,2,-0.9094663503711354,8,2.388642133026172,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
0.6731218819422772,0,0,1,0,-0.703427368962839,1,1,2,-0.9094663503711354,8,0.5621718091121072,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
-1.128124932917317,0,0,1,0,-0.2462583536614275,1,0,2,-0.9094663503711354,8,0.3127883610392252,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
0.15847993483953593,4,2,2,0,0.703645499849771,1,0,2,-0.9094663503711354,8,1.415695441248872,-0.8142698302777831,-0.5786582341162213,-0.5438480204871231,3,1
0.15847993483953593,4,0,2,0,-0.5404173472994508,1,0,2,-0.9094663503711354,8,2.388642133026172,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
0.15847993483953593,1,1,0,0,-0.970171040775656,1,0,2,-0.9094663503711354,8,2.388642133026172,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
-0.35616201226320526,10,2,1,0,-0.5456040298069222,1,0,2,-0.9094663503711354,8,2.2200448723571813,-0.15684633331137338,-0.5786582341162213,-0.5438480204871231,3,1
-0.527709327964119,1,2,1,0,-0.7982695633851739,1,0,2,-0.7907066151982554,8,0.9274658738949201,1.1580006606214461,-0.5786582341162213,-0.5438480204871231,3,1
-0.8708039593659465,9,2,2,0,-0.8116067469758147,1,0,2,-0.7907066151982554,8,0.456798521193988,0.5005771636550364,-0.5786582341162213,-0.5438480204871231,3,1
0.15847993483953593,1,2,1,0,-0.8256848852103801,1,0,2,-0.7907066151982554,8,2.023348068243359,0.5005771636550364,-0.5786582341162213,-0.5438480204871231,3,1
